## [BeGaze]
## Converted from:	E:\henrik-iwk1\henrik-1-recording.idf
## Date:	13.12.2019 13:30:00
## Version:	BeGaze 3.6.52
## IDF Version:	10
## Sample Rate:	60
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	3381
## Reversed:	none
## [Run]
## Subject:	henrik
## Description:	Run1
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT
##
Time;Type;Trial;L Pupil Diameter [mm];R Pupil Diameter [mm]
237578208;SMP;1;5.14;4.96
237594821;SMP;1;5.26;4.96
237611362;SMP;1;5.20;4.96
237627993;SMP;1;5.18;5.00
237644408;SMP;1;5.24;4.96
237660815;SMP;1;5.12;4.94
237677710;SMP;1;5.18;5.02
237694352;SMP;1;5.14;5.04
237710505;SMP;1;5.16;4.96
237727265;SMP;1;5.16;4.98
237743925;SMP;1;5.18;4.98
237760574;SMP;1;5.18;4.96
237777108;SMP;1;5.14;5.02
237793639;SMP;1;5.22;4.96
237810113;SMP;1;5.22;4.96
237826648;SMP;1;5.22;4.94
237843256;SMP;1;5.22;4.92
237860013;SMP;1;5.16;4.94
237876440;SMP;1;5.16;4.96
237893018;SMP;1;5.20;4.96
237909632;SMP;1;5.20;4.90
237926267;SMP;1;5.18;4.96
237943135;SMP;1;5.12;4.94
237959416;SMP;1;5.16;4.94
237976427;SMP;1;5.18;4.94
237993009;SMP;1;5.18;5.00
238009714;SMP;1;5.18;4.92
238026253;SMP;1;5.14;4.92
238042614;SMP;1;5.12;4.90
238059312;SMP;1;5.26;4.92
238075612;SMP;1;5.20;4.88
238092093;SMP;1;5.22;4.92
238108814;SMP;1;5.16;4.92
238125845;SMP;1;5.22;4.92
238142323;SMP;1;5.08;4.92
238158876;SMP;1;5.16;4.98
238175612;SMP;1;5.18;4.92
238192023;SMP;1;5.14;4.94
238208776;SMP;1;5.18;4.92
238225254;SMP;1;5.16;4.92
238241994;SMP;1;5.14;4.94
238258145;SMP;1;5.22;4.92
238275027;SMP;1;5.18;4.94
238291514;SMP;1;5.26;4.94
238308170;SMP;1;5.22;4.94
238325062;SMP;1;5.14;4.96
238341407;SMP;1;5.22;4.94
238358009;SMP;1;5.18;4.94
238374761;SMP;1;5.20;4.92
238391162;SMP;1;5.22;4.96
238407730;SMP;1;5.16;4.96
238424394;SMP;1;5.20;4.92
238441182;SMP;1;5.18;4.96
238457274;SMP;1;5.18;4.96
238474356;SMP;1;5.14;4.94
238490765;SMP;1;5.20;4.96
238507315;SMP;1;5.22;5.04
238523847;SMP;1;5.14;5.04
238540460;SMP;1;5.14;5.04
238557157;SMP;1;5.22;5.02
238573642;SMP;1;5.16;5.06
238589895;SMP;1;5.18;5.04
238606779;SMP;1;5.18;4.98
238623477;SMP;1;5.18;5.04
238640335;SMP;1;5.14;5.00
238656408;SMP;1;5.16;5.06
238673169;SMP;1;5.14;5.04
238690092;SMP;1;5.14;5.08
238706261;SMP;1;5.22;5.04
238723189;SMP;1;5.16;4.98
238739864;SMP;1;5.12;5.10
238756157;SMP;1;5.16;5.06
238772757;SMP;1;5.22;5.06
238789539;SMP;1;5.26;4.98
238805927;SMP;1;5.16;5.08
238822850;SMP;1;5.20;5.00
238839003;SMP;1;5.16;5.02
238855817;SMP;1;5.12;5.06
238872594;SMP;1;5.16;5.06
238888745;SMP;1;5.16;5.06
238905837;SMP;1;5.12;4.98
238922143;SMP;1;5.14;5.06
238938786;SMP;1;5.18;5.06
238955408;SMP;1;5.10;5.00
238972223;SMP;1;5.20;5.02
238988768;SMP;1;5.16;5.02
239005013;SMP;1;5.18;5.02
239021766;SMP;1;5.08;5.08
239038626;SMP;1;5.22;5.02
239054899;SMP;1;5.24;5.02
239071784;SMP;1;5.18;5.00
239088358;SMP;1;5.24;5.00
239104807;SMP;1;5.22;4.98
239121138;SMP;1;5.22;4.98
239137895;SMP;1;5.16;4.98
239154147;SMP;1;5.18;5.00
239170751;SMP;1;5.18;5.00
239187364;SMP;1;5.20;5.00
239203972;SMP;1;5.10;5.04
239220506;SMP;1;5.16;5.02
239237116;SMP;1;5.08;4.90
239253746;SMP;1;5.06;4.92
239270344;SMP;1;4.96;4.88
239286900;SMP;1;4.92;4.86
239303906;SMP;1;4.88;4.84
239320664;SMP;1;4.84;4.82
239336878;SMP;1;4.76;4.80
239353949;SMP;1;4.68;4.74
239370475;SMP;1;4.68;4.64
239386772;SMP;1;4.62;4.64
239403243;SMP;1;4.58;4.56
239419865;SMP;1;4.56;4.54
239436406;SMP;1;4.50;4.50
239452878;SMP;1;4.48;4.40
239470095;SMP;1;4.48;4.42
239486500;SMP;1;4.34;4.46
239503025;SMP;1;4.32;4.40
239519838;SMP;1;4.28;4.44
239536441;SMP;1;4.22;4.40
239552921;SMP;1;4.18;4.34
239569365;SMP;1;4.18;4.26
239585908;SMP;1;4.12;4.32
239602810;SMP;1;4.06;4.26
239619272;SMP;1;4.10;4.22
239635753;SMP;1;4.08;4.22
239652348;SMP;1;4.06;4.24
239669000;SMP;1;4.04;4.20
239685833;SMP;1;3.98;4.22
239702477;SMP;1;4.00;4.16
239718724;SMP;1;4.02;4.12
239735304;SMP;1;4.00;4.10
239751759;SMP;1;4.02;4.18
239768578;SMP;1;4.00;4.08
239785164;SMP;1;4.00;4.06
239801527;SMP;1;4.02;4.02
239818086;SMP;1;3.98;3.98
239835194;SMP;1;4.02;3.98
239851290;SMP;1;4.02;3.96
239867884;SMP;1;4.00;3.92
239884790;SMP;1;4.00;3.92
239901568;SMP;1;3.98;3.88
239917679;SMP;1;4.00;3.88
239934680;SMP;1;4.00;3.88
239951166;SMP;1;3.94;3.86
239984535;SMP;1;3.88;3.84
240000803;SMP;1;3.86;3.82
240034021;SMP;1;3.84;3.82
240050541;SMP;1;3.84;3.80
240067035;SMP;1;3.82;3.80
240083678;SMP;1;3.92;3.80
240100455;SMP;1;3.90;3.80
240116998;SMP;1;3.90;3.78
240133577;SMP;1;3.86;3.72
240149875;SMP;1;3.90;3.74
240183253;SMP;1;3.88;3.78
240199655;SMP;1;3.84;3.72
240216529;SMP;1;3.84;3.72
240232861;SMP;1;3.84;3.74
240249486;SMP;1;3.82;3.70
240266260;SMP;1;3.84;3.72
240283140;SMP;1;3.82;3.74
240299839;SMP;1;3.86;3.64
240316011;SMP;1;3.88;3.54
240332604;SMP;1;3.34;2.36
240349011;SMP;1;0.00;0.00
240365655;SMP;1;0.00;0.00
240382742;SMP;1;0.00;0.00
240399252;SMP;1;0.00;0.00
240415535;SMP;1;3.36;1.88
240432154;SMP;1;3.80;2.46
240448854;SMP;1;3.94;3.78
240465508;SMP;1;3.84;3.78
240481909;SMP;1;3.78;3.74
240498966;SMP;1;3.74;3.62
240515161;SMP;1;3.70;3.66
240532016;SMP;1;3.66;3.64
240548443;SMP;1;3.68;3.60
240565077;SMP;1;3.74;3.60
240581977;SMP;1;3.72;3.64
240598395;SMP;1;3.74;3.60
240615216;SMP;1;3.64;3.62
240631724;SMP;1;3.70;3.62
240648045;SMP;1;3.64;3.62
240664819;SMP;1;3.66;3.62
240681118;SMP;1;3.64;3.60
240697652;SMP;1;3.70;3.62
240714411;SMP;1;3.64;3.60
240730875;SMP;1;3.68;3.60
240747480;SMP;1;3.64;3.60
240764220;SMP;1;3.66;3.60
240780988;SMP;1;3.62;3.60
240797465;SMP;1;3.64;3.60
240814336;SMP;1;3.62;3.58
240830413;SMP;1;3.64;3.60
240847282;SMP;1;3.64;3.62
240864112;SMP;1;3.64;3.60
240880625;SMP;1;3.64;3.60
240897056;SMP;1;3.64;3.58
240913591;SMP;1;3.64;3.60
240929870;SMP;1;3.66;3.60
240946492;SMP;1;3.66;3.60
240963432;SMP;1;3.66;3.60
240979918;SMP;1;3.68;3.58
240996523;SMP;1;3.64;3.60
241013211;SMP;1;3.62;3.60
241030080;SMP;1;3.64;3.58
241046444;SMP;1;3.66;3.58
241063235;SMP;1;3.70;3.60
241079654;SMP;1;3.68;3.60
241096235;SMP;1;3.72;3.60
241112807;SMP;1;3.70;3.60
241128995;SMP;1;3.70;3.58
241145929;SMP;1;3.72;3.62
241162648;SMP;1;3.74;3.60
241178913;SMP;1;3.76;3.60
241195721;SMP;1;3.74;3.60
241212312;SMP;1;3.76;3.58
241229022;SMP;1;3.74;3.60
241245363;SMP;1;3.80;3.62
241262136;SMP;1;3.78;3.60
241278657;SMP;1;3.74;3.64
241295141;SMP;1;3.80;3.66
241311971;SMP;1;3.78;3.62
241328285;SMP;1;3.80;3.62
241345120;SMP;1;3.80;3.62
241361911;SMP;1;3.78;3.68
241378377;SMP;1;3.78;3.60
241394817;SMP;1;3.80;3.70
241411747;SMP;1;3.80;3.62
241428078;SMP;1;3.80;3.72
241445026;SMP;1;3.80;3.70
241461244;SMP;1;3.78;3.62
241477846;SMP;1;3.76;3.62
241494740;SMP;1;3.78;3.68
241511344;SMP;1;3.76;3.64
241527423;SMP;1;3.72;3.66
241544212;SMP;1;3.76;3.62
241560810;SMP;1;3.74;3.62
241577244;SMP;1;3.76;3.62
241594315;SMP;1;3.74;3.62
241610604;SMP;1;3.74;3.62
241627162;SMP;1;3.68;3.62
241644097;SMP;1;3.72;3.62
241660644;SMP;1;3.74;3.64
241677186;SMP;1;3.78;3.64
241693869;SMP;1;3.78;3.64
241710495;SMP;1;3.80;3.62
241726627;SMP;1;3.80;3.64
241743413;SMP;1;3.78;3.64
241759897;SMP;1;3.80;3.64
241776402;SMP;1;3.78;3.64
241792908;SMP;1;3.82;3.72
241809810;SMP;1;3.80;3.70
241826387;SMP;1;3.82;3.64
241842640;SMP;1;3.82;3.62
241859814;SMP;1;3.84;3.66
241876228;SMP;1;3.82;3.64
241892810;SMP;1;3.78;3.64
241909598;SMP;1;3.82;3.74
241925775;SMP;1;3.82;3.64
241942633;SMP;1;3.82;3.76
241959164;SMP;1;3.80;3.68
241975978;SMP;1;3.84;3.62
241992131;SMP;1;3.80;3.70
242008943;SMP;1;3.82;3.64
242025331;SMP;1;3.86;3.66
242041914;SMP;1;3.82;3.68
242058639;SMP;1;3.82;3.70
242075061;SMP;1;3.86;3.70
242091600;SMP;1;3.86;3.66
242108128;SMP;1;3.84;3.68
242124753;SMP;1;3.88;3.78
242141505;SMP;1;3.90;3.68
242157911;SMP;1;3.92;3.74
242174650;SMP;1;3.92;3.74
242191135;SMP;1;3.92;3.66
242207891;SMP;1;3.92;3.72
242224574;SMP;1;3.84;3.76
242241019;SMP;1;3.92;3.72
242257497;SMP;1;3.94;3.72
242274127;SMP;1;3.96;3.78
242290727;SMP;1;3.94;3.74
242307406;SMP;1;3.82;3.70
242324034;SMP;1;3.92;3.74
242340643;SMP;1;3.84;3.74
242357253;SMP;1;3.90;3.72
242373648;SMP;1;3.86;3.70
242390402;SMP;1;3.86;3.70
242407039;SMP;1;3.82;3.68
242423686;SMP;1;3.82;3.66
242440125;SMP;1;3.80;3.66
242456936;SMP;1;3.80;3.64
242473835;SMP;1;3.82;3.64
242490271;SMP;1;3.80;3.64
242506874;SMP;1;3.82;3.64
242523352;SMP;1;3.80;3.64
242540216;SMP;1;3.80;3.62
242556578;SMP;1;3.78;3.62
242573260;SMP;1;3.78;3.62
242589627;SMP;1;3.78;3.62
242606135;SMP;1;3.78;3.62
242622620;SMP;1;3.80;3.60
242639360;SMP;1;3.76;3.62
242656088;SMP;1;3.74;3.58
242672478;SMP;1;3.80;3.58
242689571;SMP;1;3.84;3.58
242705745;SMP;1;3.80;3.58
242722369;SMP;1;3.78;3.58
242739078;SMP;1;3.78;3.60
242755689;SMP;1;3.76;3.56
242772401;SMP;1;3.76;3.58
242788819;SMP;1;3.76;3.58
242805431;SMP;1;3.78;3.60
242822043;SMP;1;3.72;3.56
242838361;SMP;1;3.74;3.60
242855259;SMP;1;3.76;3.60
242872047;SMP;1;3.72;3.52
242888265;SMP;1;3.78;3.58
242905037;SMP;1;3.74;3.56
242921541;SMP;1;3.76;3.54
242938051;SMP;1;3.72;3.54
242954636;SMP;1;3.76;3.56
242971270;SMP;1;3.74;3.54
242987874;SMP;1;3.74;3.52
243004429;SMP;1;3.74;3.56
243021115;SMP;1;3.62;3.46
243037863;SMP;1;3.62;3.52
243054254;SMP;1;3.60;3.46
243070870;SMP;1;3.62;3.46
243087239;SMP;1;3.60;3.42
243104074;SMP;1;3.60;3.44
243120630;SMP;1;3.48;3.42
243137245;SMP;1;3.52;3.50
243153951;SMP;1;3.50;3.48
243170850;SMP;1;3.48;3.52
243187008;SMP;1;3.50;3.54
243203637;SMP;1;3.42;3.46
243220289;SMP;1;3.40;3.52
243236884;SMP;1;3.44;3.40
243253381;SMP;1;3.42;3.44
243269857;SMP;1;3.42;3.42
243286536;SMP;1;3.40;3.44
243303284;SMP;1;3.42;3.44
243320206;SMP;1;3.40;3.42
243336568;SMP;1;3.40;3.44
243353248;SMP;1;3.40;3.42
243369921;SMP;1;3.44;3.30
243386126;SMP;1;3.36;3.34
243402754;SMP;1;3.56;3.38
243419223;SMP;1;3.50;3.30
243436050;SMP;1;3.50;3.36
243452572;SMP;1;3.48;3.34
243469044;SMP;1;3.52;3.34
243485651;SMP;1;3.46;3.38
243502188;SMP;1;3.56;3.36
243518770;SMP;1;3.46;3.38
243535571;SMP;1;3.56;3.36
243551988;SMP;1;3.52;3.16
243568649;SMP;1;0.00;0.00
243585275;SMP;1;0.00;0.00
243601884;SMP;1;0.00;0.00
243618355;SMP;1;0.00;0.00
243634981;SMP;1;0.00;0.00
243651504;SMP;1;0.00;0.00
243668270;SMP;1;0.00;0.00
243684861;SMP;1;3.18;0.00
243701492;SMP;1;3.46;3.10
243718025;SMP;1;3.60;3.46
243734641;SMP;1;3.62;3.48
243751265;SMP;1;3.58;3.42
243768008;SMP;1;3.56;3.42
243784404;SMP;1;3.56;3.44
243800873;SMP;1;3.56;3.42
243834115;SMP;1;3.58;3.40
243867564;SMP;1;3.60;3.40
243884023;SMP;1;3.58;3.40
243917165;SMP;1;3.58;3.40
243933628;SMP;1;3.58;3.38
243950263;SMP;1;3.54;3.40
243967149;SMP;1;3.56;3.38
243983635;SMP;1;3.56;3.40
244000005;SMP;1;3.46;2.90
244016902;SMP;1;0.00;0.00
244033387;SMP;1;0.00;0.00
244049995;SMP;1;0.00;0.00
244066668;SMP;1;0.00;0.00
244083032;SMP;1;0.00;0.00
244099902;SMP;1;0.00;0.00
244116392;SMP;1;3.62;2.30
244132956;SMP;1;3.72;3.38
244149513;SMP;1;3.60;3.42
244166089;SMP;1;3.58;3.40
244182758;SMP;1;3.58;3.42
244199305;SMP;1;3.52;3.40
244215754;SMP;1;3.52;3.38
244232494;SMP;1;3.48;3.38
244248985;SMP;1;3.44;3.38
244265601;SMP;1;3.46;3.38
244282171;SMP;1;3.50;3.38
244298754;SMP;1;3.52;3.38
244315345;SMP;1;3.48;3.38
244331970;SMP;1;3.48;3.34
244348491;SMP;1;3.54;3.40
244365119;SMP;1;3.52;3.38
244381735;SMP;1;3.50;3.38
244398356;SMP;1;3.52;3.42
244415035;SMP;1;3.52;3.40
244431625;SMP;1;3.50;3.42
244448287;SMP;1;3.52;3.44
244465003;SMP;1;3.62;3.38
244481553;SMP;1;3.56;3.40
244497879;SMP;1;3.58;3.40
244514836;SMP;1;3.58;3.44
244531516;SMP;1;3.64;3.40
244548246;SMP;1;3.58;3.44
244564390;SMP;1;3.62;3.40
244581001;SMP;1;3.58;3.42
244597893;SMP;1;3.56;3.44
244614396;SMP;1;3.56;3.40
244630997;SMP;1;3.60;3.40
244647841;SMP;1;3.52;3.40
244664053;SMP;1;3.58;3.40
244680462;SMP;1;3.54;3.44
244697411;SMP;1;3.54;3.40
244714053;SMP;1;3.52;3.42
244730856;SMP;1;3.44;3.40
244747123;SMP;1;3.50;3.44
244764000;SMP;1;3.46;3.44
244780539;SMP;1;3.48;3.40
244797198;SMP;1;3.44;3.44
244813614;SMP;1;3.42;3.44
244830186;SMP;1;3.42;3.46
244846366;SMP;1;3.48;3.44
244863294;SMP;1;3.42;3.44
244879806;SMP;1;3.46;3.44
244896494;SMP;1;3.42;3.44
244912904;SMP;1;3.40;3.44
244929924;SMP;1;3.46;3.42
244946289;SMP;1;3.42;3.42
244962679;SMP;1;3.42;3.44
244979291;SMP;1;3.42;3.42
244995899;SMP;1;3.38;3.42
245012590;SMP;1;3.42;3.40
245029051;SMP;1;3.40;3.40
245045870;SMP;1;3.40;3.38
245062582;SMP;1;3.42;3.36
245079090;SMP;1;3.42;3.36
245095796;SMP;1;3.40;3.36
245112518;SMP;1;3.34;3.36
245128761;SMP;1;3.40;3.38
245145523;SMP;1;3.40;3.36
245161965;SMP;1;3.42;3.22
245178561;SMP;1;3.40;3.28
245195281;SMP;1;3.40;3.30
245211771;SMP;1;3.40;3.26
245228415;SMP;1;3.40;3.26
245250500;SMP;1;3.42;3.22
245278166;SMP;1;3.38;3.24
245294638;SMP;1;3.40;3.24
245311318;SMP;1;3.40;3.24
245328190;SMP;1;3.40;3.22
245344390;SMP;1;3.38;3.20
245361003;SMP;1;3.40;3.20
245377476;SMP;1;3.22;3.20
245394159;SMP;1;3.36;3.14
245410751;SMP;1;3.40;3.16
245427409;SMP;1;3.34;3.16
245444373;SMP;1;3.36;3.18
245460792;SMP;1;3.32;3.18
245477151;SMP;1;3.38;3.20
245493908;SMP;1;3.36;3.22
245510367;SMP;1;3.38;3.22
245526847;SMP;1;3.40;3.20
245543512;SMP;1;3.40;3.22
245560289;SMP;1;3.40;3.20
245576629;SMP;1;3.38;3.22
245593362;SMP;1;3.40;3.24
245609751;SMP;1;3.42;3.20
245626510;SMP;1;3.42;3.22
245643135;SMP;1;3.42;3.22
245659597;SMP;1;3.42;3.24
245676423;SMP;1;3.42;3.24
